chunk_id,chunk_id_legacy,chapter,level,fragment_type,hierarchy_path,parent_chunk_id,title,content,token_count,is_regulatory,is_stub,keywords,metadata_json
ch32-33-6-7,ch32-33-6-7,32,2,section,Ch32/33.6.7 Additional corrosion assessment after saltwater surge,ch32-f01,33.6.7 Additional corrosion assessment after saltwater surge,"Saltwater surge (Class F6) causes accelerated corrosion that continues long after the water is gone. Rinse all metal surfaces and equipment with clean fresh water as soon as practical, where the manufacturer permits.",41,False,False,"[""assessment"", ""surge"", ""saltwater"", ""additional"", ""water"", ""after"", ""corrosion""]","{""chunk_id"": ""ch32-33-6-7"", ""chunk_id_legacy"": ""ch32-33-6-7"", ""parent_chunk_id"": ""ch32-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 32, ""hierarchy_path"": ""Ch32/33.6.7 Additional corrosion assessment after saltwater surge"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 41, ""keywords"": [""assessment"", ""surge"", ""saltwater"", ""additional"", ""water"", ""after"", ""corrosion""]}"
ch32-33-9-1-1,ch32-33-9-1-1,32,3,subsection,"Ch32/Contact the AHJ as soon as it is safe to do so — not when you are ready to open. A flooded venue is treated as an imminent health hazard, and reopening after a flood is generally an AHJ decision, not an operator decision. [S-MAHC] [S-EM]",,"Contact the AHJ as soon as it is safe to do so — not when you are ready to open. A flooded venue is treated as an imminent health hazard, and reopening after a flood is generally an AHJ decision, not an operator decision. [S-MAHC] [S-EM]","Ask them explicitly: [ ] Is the venue's permit suspended, and what reinstates it? [ ] What is required before reopening — inspection, sampling, documentation, plan review? [ ] How many bacteriological samples, over what interval, and from which laboratory? [ ] Is any chemical or non-microbial analysis required for this contamination class? [ ] Where may contaminated water and sediment be legally discharged or disposed of? [ ] Is the public water supply potable, and is any advisory in effect? [ ] What must be replaced rather than cleaned, in their determination? [ ] Are there area-wide contamination findings that affect this site? [ ] Who signs off, and what form does that authorization take? Ask emergency management about area-wide hazards, debris disposal, and utility restoration timelines. [S-EM]",163,True,False,"[""safe"", ""soon"", ""flooded"", ""ahj"", ""flood"", ""open"", ""decision"", ""required"", ""operator"", ""and""]","{""chunk_id"": ""ch32-33-9-1-1"", ""chunk_id_legacy"": ""ch32-33-9-1-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 32, ""hierarchy_path"": ""Ch32/Contact the AHJ as soon as it is safe to do so — not when you are ready to open. A flooded venue is treated as an imminent health hazard, and reopening after a flood is generally an AHJ decision, not an operator decision. [S-MAHC] [S-EM]"", ""is_regulatory"": true, ""is_stub"": false, ""token_count"": 163, ""keywords"": [""safe"", ""soon"", ""flooded"", ""ahj"", ""flood"", ""open"", ""decision"", ""required"", ""operator"", ""and""]}"
ch32-33-9-2,ch32-33-9-2,32,2,section,Ch32/33.9.2 The reopening package,ch32-f01,33.9.2 The reopening package,"Assemble a single file and provide it to the AHJ: Event documentation: dates, water source, high-water marks, duration, photographs",28,False,False,"[""assemble"", ""reopening"", ""the"", ""water"", ""single"", ""package""]","{""chunk_id"": ""ch32-33-9-2"", ""chunk_id_legacy"": ""ch32-33-9-2"", ""parent_chunk_id"": ""ch32-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 32, ""hierarchy_path"": ""Ch32/33.9.2 The reopening package"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 28, ""keywords"": [""assemble"", ""reopening"", ""the"", ""water"", ""single"", ""package""]}"
ch32-33-9-3-1,ch32-33-9-3-1,32,3,subsection,Ch32/Life safety,,Life safety,"[ ] Licensed electrician's written clearance obtained [ ] Every GFCI test-tripped and reset successfully; submerged GFCIs replaced [ ] Bonding and grounding verified intact [ ] All submerged electrical components replaced or cleared in writing [ ] Underwater light fixtures and niches cleared; no water intrusion [ ] Licensed gas technician's clearance for all gas equipment; no submerged gas control in service [ ] Emergency shutoff functional and labeled [ ] No structural hazard outstanding: shell, deck, undermining, barriers, structures [ ] Barrier continuous; every gate self-closing, self-latching, verified latching [ ] Every suction outlet cover present, correct, secure, uncracked, unexpired [ ] Secondary entrapment protection functional",146,False,False,"[""safety"", ""submerged"", ""every"", ""licensed"", ""life""]","{""chunk_id"": ""ch32-33-9-3-1"", ""chunk_id_legacy"": ""ch32-33-9-3-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 32, ""hierarchy_path"": ""Ch32/Life safety"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 146, ""keywords"": [""safety"", ""submerged"", ""every"", ""licensed"", ""life""]}"
ch32-33-10,ch32-33-10,32,2,section,Ch32/33.10 Recordkeeping,ch32-f01,33.10 Recordkeeping,"Retain, for the period your code requires and for insurance purposes: the full reopening package (§33.9.2), every worker safety briefing, every injury report, all discharge and disposal approvals, all professional clearances and their license numbers, all correspondence with the AHJ and emergency management, and the schedule and results of post-recovery follow-up inspections.",73,False,False,"[""period"", ""every"", ""recordkeeping"", ""retain""]","{""chunk_id"": ""ch32-33-10"", ""chunk_id_legacy"": ""ch32-33-10"", ""parent_chunk_id"": ""ch32-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 32, ""hierarchy_path"": ""Ch32/33.10 Recordkeeping"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 73, ""keywords"": [""period"", ""every"", ""recordkeeping"", ""retain""]}"
ch34-f01,ch34,34,1,chapter,Ch34,,Chapter 34 — Wildlife In and Around the Pool,Chapter 34 — Wildlife In and Around the Pool,10,False,True,"[""the"", ""and"", ""wildlife"", ""pool"", ""chapter"", ""around""]","{""chunk_id"": ""ch34-f01"", ""chunk_id_legacy"": ""ch34"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 34, ""hierarchy_path"": ""Ch34"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 10, ""keywords"": [""the"", ""and"", ""wildlife"", ""pool"", ""chapter"", ""around""]}"
ch34-34-0-2,ch34-34-0-2,34,2,section,Ch34/34.0.2 Pathogens of operator concern,ch34-f01,34.0.2 Pathogens of operator concern,Animal feces can introduce organisms of public-health significance into recreational water. The categories that matter operationally: [S-CDC-HS] [S-CDC-ZOO],35,False,False,"[""introduce"", ""operator"", ""concern"", ""feces"", ""pathogens"", ""animal""]","{""chunk_id"": ""ch34-34-0-2"", ""chunk_id_legacy"": ""ch34-34-0-2"", ""parent_chunk_id"": ""ch34-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 34, ""hierarchy_path"": ""Ch34/34.0.2 Pathogens of operator concern"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 35, ""keywords"": [""introduce"", ""operator"", ""concern"", ""feces"", ""pathogens"", ""animal""]}"
ch34-34-2,ch34-34-2,34,2,section,Ch34/34.2 Prevention — eliminating attractants,ch34-f01,34.2 Prevention — eliminating attractants,This is the highest-value section in the chapter. Deterrents fail; attractant removal works.,21,False,False,"[""highest"", ""this"", ""value"", ""prevention"", ""attractants"", ""eliminating""]","{""chunk_id"": ""ch34-34-2"", ""chunk_id_legacy"": ""ch34-34-2"", ""parent_chunk_id"": ""ch34-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 34, ""hierarchy_path"": ""Ch34/34.2 Prevention — eliminating attractants"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 21, ""keywords"": [""highest"", ""this"", ""value"", ""prevention"", ""attractants"", ""eliminating""]}"
ch34-34-2-1,ch34-34-2-1,34,2,section,Ch34/34.2.1 Eliminate standing water (site-wide),ch34-f01,34.2.1 Eliminate standing water (site-wide),Standing water is the single largest driver of both mosquito breeding and wildlife visitation. [S-VECTOR],21,False,False,"[""wide"", ""eliminate"", ""standing"", ""water"", ""site"", ""single""]","{""chunk_id"": ""ch34-34-2-1"", ""chunk_id_legacy"": ""ch34-34-2-1"", ""parent_chunk_id"": ""ch34-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 34, ""hierarchy_path"": ""Ch34/34.2.1 Eliminate standing water (site-wide)"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 21, ""keywords"": [""wide"", ""eliminate"", ""standing"", ""water"", ""site"", ""single""]}"
ch34-34-3,ch34-34-3,34,2,section,Ch34/34.3 Humane exclusion — denying access,ch34-f01,34.3 Humane exclusion — denying access,"Apply after §34.2, not instead of it.",12,False,False,"[""access"", ""instead"", ""humane"", ""denying"", ""exclusion"", ""apply"", ""after""]","{""chunk_id"": ""ch34-34-3"", ""chunk_id_legacy"": ""ch34-34-3"", ""parent_chunk_id"": ""ch34-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 34, ""hierarchy_path"": ""Ch34/34.3 Humane exclusion — denying access"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 12, ""keywords"": [""access"", ""instead"", ""humane"", ""denying"", ""exclusion"", ""apply"", ""after""]}"
ch34-34-6-3-1,ch34-34-6-3-1,34,3,subsection,"Ch34/The critical distinction is formed vs diarrheal, not animal vs human, and not large vs small. [S-CDC-HS] [S-MAHC]",,"The critical distinction is formed vs diarrheal, not animal vs human, and not large vs small. [S-CDC-HS] [S-MAHC]","1. Is the contamination DIARRHEAL, dispersed, or of UNKNOWN type? YES -> HIGH-RISK RESPONSE. Close the venue. Assume chlorine-tolerant protozoa may be present. Follow your code's elevated disinfection procedure (commonly hyperchlorination held for a specified CT). Notify the AHJ. Go to §34.6.5. NO  -> continue 2. Is it a CARCASS? YES -> Go to §34.7 (removal, then assess as contamination based on condition and species). NO  -> continue 3. Is the animal a species your AHJ or state advisory flags as elevated risk in recreational water (varies by jurisdiction and region)? YES -> Follow the AHJ / advisory response, which may require the elevated procedure. When in doubt, ask before deciding. NO  -> continue 4. It is FORMED animal droppings. -> STANDARD RESPONSE. Remove intact, disinfect the removal tool, raise free chlorine and hold at correct pH for the contact time your code specifies, filter, verify, then reopen. Go to §34.6.4. AT ANY POINT: - Cannot maintain the required residual for the required contact time? -> Venue stays closed. Extend or repeat. Call the AHJ. - Multiple incidents in a short period, or any associated illness reports? -> Notify the AHJ immediately. This may be an outbreak investigation, not a maintenance task.",293,False,False,"[""diarrheal"", ""elevated"", ""human"", ""not"", ""the"", ""and"", ""critical"", ""your"", ""small"", ""distinction""]","{""chunk_id"": ""ch34-34-6-3-1"", ""chunk_id_legacy"": ""ch34-34-6-3-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 34, ""hierarchy_path"": ""Ch34/The critical distinction is formed vs diarrheal, not animal vs human, and not large vs small. [S-CDC-HS] [S-MAHC]"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 293, ""keywords"": [""diarrheal"", ""elevated"", ""human"", ""not"", ""the"", ""and"", ""critical"", ""your"", ""small"", ""distinction""]}"
ch34-34-8-1,ch34-34-8-1,34,2,section,Ch34/34.8.1 Close immediately when,ch34-f01,34.8.1 Close immediately when,[S-MAHC],6,False,False,"[""immediately"", ""when"", ""close"", ""mahc""]","{""chunk_id"": ""ch34-34-8-1"", ""chunk_id_legacy"": ""ch34-34-8-1"", ""parent_chunk_id"": ""ch34-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 34, ""hierarchy_path"": ""Ch34/34.8.1 Close immediately when"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 6, ""keywords"": [""immediately"", ""when"", ""close"", ""mahc""]}"
ch34-34-8-2,ch34-34-8-2,34,2,section,Ch34/34.8.2 Do not reopen until,ch34-f01,34.8.2 Do not reopen until,[ ] Contamination material fully removed and disposed of,10,False,False,"[""material"", ""not"", ""fully"", ""reopen"", ""until"", ""contamination""]","{""chunk_id"": ""ch34-34-8-2"", ""chunk_id_legacy"": ""ch34-34-8-2"", ""parent_chunk_id"": ""ch34-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 34, ""hierarchy_path"": ""Ch34/34.8.2 Do not reopen until"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 10, ""keywords"": [""material"", ""not"", ""fully"", ""reopen"", ""until"", ""contamination""]}"
ch34-34-9-1,ch34-34-9-1,34,2,section,Ch34/34.9.1 Wildlife incident record,ch34-f01,34.9.1 Wildlife incident record,"For every incident, record: Date, time, and who discovered it",14,False,False,"[""wildlife"", ""every"", ""incident"", ""record""]","{""chunk_id"": ""ch34-34-9-1"", ""chunk_id_legacy"": ""ch34-34-9-1"", ""parent_chunk_id"": ""ch34-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 34, ""hierarchy_path"": ""Ch34/34.9.1 Wildlife incident record"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 14, ""keywords"": [""wildlife"", ""every"", ""incident"", ""record""]}"
ch35-f01,ch35,35,1,chapter,Ch35,,"Chapter 35 — Records, Logs, and Working With Inspectors","Chapter 35 — Records, Logs, and Working With Inspectors",14,False,True,"[""records"", ""inspectors"", ""and"", ""logs"", ""with"", ""working"", ""chapter""]","{""chunk_id"": ""ch35-f01"", ""chunk_id_legacy"": ""ch35"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 35, ""hierarchy_path"": ""Ch35"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 14, ""keywords"": [""records"", ""inspectors"", ""and"", ""logs"", ""with"", ""working"", ""chapter""]}"
ch35-35-1-2,ch35-35-1-2,35,2,section,Ch35/35.1.2 Testing frequency,ch35-f01,35.1.2 Testing frequency,[S-MAHC],6,False,False,"[""testing"", ""frequency"", ""mahc""]","{""chunk_id"": ""ch35-35-1-2"", ""chunk_id_legacy"": ""ch35-35-1-2"", ""parent_chunk_id"": ""ch35-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 35, ""hierarchy_path"": ""Ch35/35.1.2 Testing frequency"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 6, ""keywords"": [""testing"", ""frequency"", ""mahc""]}"
ch35-35-1-4,ch35-35-1-4,35,2,section,Ch35/35.1.4 Weekly and periodic chemistry,ch35-f01,35.1.4 Weekly and periodic chemistry,Recorded weekly or per code: [ ] Total alkalinity [ ] Calcium hardness,15,False,False,"[""and"", ""periodic"", ""recorded"", ""code"", ""chemistry"", ""weekly""]","{""chunk_id"": ""ch35-35-1-4"", ""chunk_id_legacy"": ""ch35-35-1-4"", ""parent_chunk_id"": ""ch35-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 35, ""hierarchy_path"": ""Ch35/35.1.4 Weekly and periodic chemistry"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 15, ""keywords"": [""and"", ""periodic"", ""recorded"", ""code"", ""chemistry"", ""weekly""]}"
